Both Price And Arrival from 07-Jan-2018 To 31-Dec-2023 Total Arrival- 51.70,,,,,,,,,
State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date
Madhya Pradesh,Khargone,Kasrawad,Cowpea (Whole),Pulses,8.3,3629,6750,5500,26-Nov-18
Madhya Pradesh,Khargone,Kasrawad,Cowpea (Whole),Pulses,13.2,6700,6700,6700,27-Oct-18
Madhya Pradesh,Khargone,Kasrawad,Cowpea (Whole),Pulses,0.8,9200,9225,9215,25-Jul-18
Madhya Pradesh,Khargone,Kasrawad,Cowpea (Whole),Pulses,6.1,9315,9315,9315,29-May-18
Madhya Pradesh,Khargone,Kasrawad,Cowpea (Whole),Pulses,16.5,6979,9359,8159,18-May-18
Madhya Pradesh,Khargone,Kasrawad,Cowpea (Whole),Pulses,6.1,9500,9500,9500,09-Jan-18
Madhya Pradesh,Neemuch,Neemuch,Cowpea (Whole),Pulses,0.7,14702,15700,15151,27-Apr-18
